,id,Beds,Baths,Balconies, Covered Parking,Carpet Area,Developer,Project,Status,Facing,Lifts,Furnished Status,Car parking,Age of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Num of Amenities,Floor,Balcony,Super Built-up Area,Type of Ownership,Authority Approval,Bed,RERA ID,Bath,Floors allowed for construction
643,4d423731363133383031,3,4,2,2 ,1500,Nahar Group,Nahar Barberry and Bryony,Immediately,East,,Semi-Furnished,2 Covered,5 to 10 years,₹1.5 Lac,₹5.0 LacPay Zero Deposit,"Barberry and bryony, Andheri East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",nahar international school,Semi-Furnished,Vitrified,Garden/Park,Servant Room,,,,25,9 (Out of 21 Floors),,,,,,,,
644,4d423731363633313637,2,2,,,570,,Garden View Apartment,,East,3,Furnished,1 Open,10 to 15 years,"₹30,000 | ₹100 Monthly Maintenance",₹1.0 LacPay Zero Deposit,"Royal Palm Road, Near Yellowpixels Creative Services, Aarey Colony, Goregaon, Mumbai, Maharashtra, Goregaon East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","The Property is Close to the Royal palms,Aarey Colony, Goregaon East",Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone","Garden/Park, Main Road",Store,2 Hours Available,No/Rare Powercut,3,0,17 (Out of 20 Floors),,,,,,,,
645,4d423730363630393039,2,2,,1 ,771,Piramal Realty,Piramal Revanta,Immediately,East,10,Semi-Furnished,1 Covered,,"₹60,000",₹2.0 LacPay Zero Deposit,"Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","At Piramal Revanta, LBS Road, Near Nirmal Life Style, Mulund West.",Semi-Furnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,10,15,6 (Out of 40 Floors),1,,,,,,,
646,4d423639333235323031,2,2,2,,650,Lodha Group,Lodha New Cuffe Parade,Immediately,East,,Unfurnished,,5 to 10 years,₹1.1 Lac,"₹6,30,000Pay Zero Deposit","Mumbai, Wadala, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Shivaji Stechue,Unfurnished,,Garden/Park,Store,,,,38,18 (Out of 38 Floors),,,Freehold,,,,,
647,4d423730303230363039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
648,4d423731363533303835,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
649,4d423730373832323239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
650,4d423730393735333533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
651,4d423731323838373731,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
652,4d423731363338333431,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
653,4d423730383030353839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
654,4d423730303732383233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
655,4d423731353033373033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
656,4d423731313836313233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
657,4d423731343134353035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
658,4d423731363134313837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
659,4d423731363134313837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
660,4d423731323730393833,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
661,4d423730323738393135,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
662,4d423635363234313537,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
663,4d423731333239393539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
664,4d423731363832313339,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
665,4d423731323930393531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
666,4d423638383533313033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
667,4d423730323730383237,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
668,4d423731363139363433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
669,4d423731343430363631,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
670,4d423731313430333433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
671,4d423631313336313937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
672,4d423730393332363033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
673,4d423731363336373039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
674,4d423730323535373037,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
675,4d423730343136393431,2,2,,,580,,,Immediately,East,,Unfurnished,1 Open,5 to 10 years,"₹9,500","₹30,000Pay Zero Deposit","A-102, Laxmi Niwas Park Co-op housing society LTD. Krishna Township, Vasai West, Palghar  401 202, Krishna Township, Mumbai - Mira Road and Beyond, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Gokul Aangan,Unfurnished,Vitrified,Main Road,,2 Hours Available,No/Rare Powercut,,0,1 (Out of 2 Floors),1,,,RWA/Co-operative Housing Society,,,,
676,4d423730393630303931,3,3,4,,1200,Samarth Development Corporation,Samarth Aangan,Immediately,East,4,Furnished,,15 to 20 years,₹1.4 Lac,₹5.0 LacPay Zero Deposit,"Swami Samarth Nagar, lower Oshiwara, Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Swami Samarth Nagar near Infinity mall,Andheri west",Furnished,Vitrified,"Main Road, Garden/Park, Pool",Servant Room,24 Hours Available,No/Rare Powercut,4,27,6 (Out of 22 Floors),,,,,,,,
677,4d423731353437353937,2,2,,1 ,740,Nidhaan Buildcon Pvt. Ltd.,Nidhaan Clover,Immediately,East,2,Unfurnished,1 Covered,Less than 5 years,"₹50,000",₹2.0 LacPay Zero Deposit,"Govandi, Mumbai., Govandi, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Nidhaan Clover, Old Ankur cinema, Station Rd, Govandi East, Mumbai,",Unfurnished,"Marbonite, Vitrified",Main Road,None of these,24 Hours Available,No/Rare Powercut,2,32,14 (Out of 19 Floors),,,,,,,,
678,4d423731353333393631,3,3,,2 ,1040,,,Immediately,West,5,Semi-Furnished,2 Covered,New Construction,₹2 Lac,₹8.0 LacPay Zero Deposit,"D103., Kala Nagar, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Bandra East Urban hub with premium amenities and vibrant lifestyle.,Semi-Furnished,"Marble, Wooden","Garden/Park, Pool, Main Road",Servant Room,24 Hours Available,No/Rare Powercut,5,0,17 (Out of 24 Floors),,,,,,,,
679,4d423638373233363735,5,5,2,2 ,3500,,,Immediately,North,,Unfurnished,2 Covered,10 to 15 years,₹5 Lac,₹50.0 LacPay Zero Deposit,"Andheri West, Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near lokhandwala market,Unfurnished,Vitrified,Main Road,"Puja Room, Study",24 Hours Available,No/Rare Powercut,,0,2 (Out of 2 Floors),,,,,,,,
680,4d423731353630323337,2,2,,1 ,760,Hubtown Ltd.,Hubtown Sunstone,Immediately,East,3,Furnished,,5 to 10 years,₹1 Lac,₹4.0 LacPay Zero Deposit,"g block, bkc, Bandra East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",trident hotel,Furnished,"Vitrified, Marble","Pool, Garden/Park, Main Road","Puja Room, Store",24 Hours Available,No/Rare Powercut,3,16,20 (Out of 21 Floors),1,,,,,51800007546,,
681,4d423630393632363837,2,2,,,650,Atul Projects,Blue Orbit 3,Immediately,West,,Unfurnished,,Less than 5 years,"₹50,000",₹2.0 LacPay Zero Deposit,"Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Malad West,Unfurnished,Vitrified,"Garden/Park, Main Road","Puja Room, Store",,,,2,9 (Out of 20 Floors),,,,,,,,
682,4d423731363933363837,2,2,2,1 ,831,Kaustubh Construction Pvt. Ltd.,Kaustubh Platinum,Immediately,,2,Semi-Furnished,1 Covered,Less than 5 years,"₹50,000 | ₹9,000 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Datta pada Road, Borivali East, Mumbai 400 066, Borivali East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",5 min walk  from borivali stn. 10 mins distance from Metro Station,Semi-Furnished,"Ceramic Tiles, Mosaic, Vitrified",Garden/Park,None of these,24 Hours Available,No/Rare Powercut,2,15,2 (Out of 2 Floors),,,,,,,,
683,4d423731353635333533,3,2,,,930,Hubtown Ltd.,Hubtown Premiere Residences,Immediately,North,,Unfurnished,,New Construction,₹1.3 Lac,₹5.0 LacPay Zero Deposit,"Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Next to Windsor Grande Residences.,Unfurnished,,Garden/Park,,,,,16,8 (Out of 25 Floors),,,,,,,,
684,4d423639333631343537,3,3,,1 ,1090,Ekta World,Ekta Tripolis,Immediately,East,4,Semi-Furnished,1 Covered,,₹1 Lac,₹3.0 LacPay Zero Deposit,"Goregaon West, Mumbai, Goregaon West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Semi-Furnished,Marble,Garden/Park,,24 Hours Available,No/Rare Powercut,4,11,32 (Out of 38 Floors),,,,,,,,
685,4d423731333834383737,2,2,3,1 ,615,,The Wadhwa Viceroy Park,Immediately,West,2,Unfurnished,1 Covered,5 to 10 years,"₹45,000 | ₹7,800 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Dahisar West, Mumbai, Maharashtra, India., Dahisar West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near Dmart and Kandarpada metro station,Unfurnished,Vitrified,Pool,None of these,24 Hours Available,No/Rare Powercut,2,0,7 (Out of 14 Floors),,,,,,,,
686,4d423731313535333939,2,2,3,,830,,,Immediately,South -West,,Unfurnished,,10 to 15 years,"₹75,000",₹3.0 LacPay Zero Deposit,"Malad East, Mumbai, BMC Colony Malad East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Near dindoshi bus dipo, film city road goregaon east mumbai.",Unfurnished,Granite,Garden/Park,"Puja Room, Store",,,,0,16 (Out of 20 Floors),,,,,,,,
687,4d423632363035323533,3,4,3,1 ,1867,Shree Naman Group,Naman Residency,Immediately,North,3,Furnished,,New Construction,₹4.5 Lac,₹12.0 LacPay Zero Deposit,"Plot R-5A G Block Bandra Kurla Complex Bandra East, Bandra Kurla Complex, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","The American School of Bombay, Dhirubhai Ambani International School",Furnished,Marble,Main Road,Servant Room,24 Hours Available,No/Rare Powercut,3,22,12 (Out of 16 Floors),,,,,,,,
688,4d423730393330353435,2,2,,,850,,Venus Apartments ,Immediately,West,3,Furnished,1 Open,Above 20 years,₹1.6 Lac | ₹1 Monthly Maintenance,₹4.5 LacPay Zero Deposit,"Dr RG Thadani Marg, Worli, Mumbai, Worli, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Building is 100 mtrs from Seaface and bus stop,Furnished,"Marble, Vitrified",Garden/Park,None of these,24 Hours Available,No/Rare Powercut,3,3,14 (Out of 19 Floors),,,,,,,,
689,4d423639323933373531,4,4,,2 ,2100,,Avanti Tower ,Immediately,West,3,Furnished,2 Covered,15 to 20 years,₹2.1 Lac,₹9.0 LacPay Zero Deposit,"Dadar West, Mumbai, Dadar West, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",The property is close to DADAR WEST railway station.,Furnished,"Granite, Marble, Wooden","Garden/Park, Main Road",None of these,24 Hours Available,No/Rare Powercut,3,0,13 (Out of 20 Floors),,,,,,,,
690,4d423638393634363339,3,3,,1 ,900,,,Immediately,East,,Furnished,1 Covered,10 to 15 years,"₹1.3 Lac | ₹1,000 Monthly Maintenance",₹3.0 LacPay Zero Deposit,"Versova, Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Nearby schools, colleges, station, market, etc",Furnished,"Marble, Granite",Main Road,Study,24 Hours Available,No/Rare Powercut,1,0,3 (Out of 7 Floors),1,,Freehold,,,,,
691,4d423731363833373439,2,2,,,600,Drishti Developers,Drishti Homes,Immediately,East,2,Semi-Furnished,,New Construction,"₹49,000",₹1.5 LacPay Zero Deposit,"mahakali caves road Andheri East Mumbai, Andheri East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",nr.holy sprite hospital,Semi-Furnished,Vitrified,Main Road,Store,24 Hours Available,No/Rare Powercut,2,6,9 (Out of 11 Floors),,,,,,,,
692,4d423731313937303631,3,2,,1 ,850,Kalpataru Ltd.,Kalpataru Aura,Immediately,East,2,Semi-Furnished,1 Covered,5 to 10 years,"₹80,000",₹2.0 LacPay Zero Deposit,"LBS RdNityanand Nagar, Ghatkopar WestMumbai, Maharashtra 400086, Ghatkopar West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Lal Bahadur Shastri Marg, Nityanand Nagar, Ghatkopar West",Semi-Furnished,Vitrified,"Garden/Park, Main Road",Puja Room,24 Hours Available,No/Rare Powercut,2,20,10 (Out of 20 Floors),,,,,,,,
693,4d423731343832313537,2,2,,,650,,,Immediately,North - East,2,Semi-Furnished,1 Open,Less than 5 years,₹1.5 Lac,₹9.0 LacPay Zero Deposit,"Waterfield Road, Waterfield Road, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Waterfield Road,Semi-Furnished,Ceramic Tiles,,Servant Room,24 Hours Available,No/Rare Powercut,2,0,5 (Out of 8 Floors),,,,,,,,
694,4d423731313039353439,2,2,,,600,Sagar Builders,Sagar Park,Immediately,East,2,Furnished,,15 to 20 years,"₹55,000",₹2.0 LacPay Zero Deposit,"Amrut nagar, ghatkopar west, mumbai 400086., Ghatkopar West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Good location near by r city mall and market and school and collage.,Furnished,"Ceramic Tiles, Granite, Marble, Normal Tiles/Kotah Stone","Garden/Park, Pool",None of these,24 Hours Available,No/Rare Powercut,2,29,4 (Out of 9 Floors),,,,,,,,
695,4d423639313935383935,3,3,3,,,Adani Realty,Adani Western Heights,Immediately,,,Semi-Furnished,,5 to 10 years,₹1.5 Lac,₹6.0 LacPay Zero Deposit,"Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Semi-Furnished,,,,,,,57,23 (Out of 30 Floors),,1158sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹125/sqft,,,,,,
696,4d423637383435333833,2,2,,1 ,750,,,Immediately,,,Furnished,1 Covered,5 to 10 years,₹1.1 Lac,₹2.0 LacPay Zero Deposit,"Juhu, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Furnished,,,,24 Hours Available,No/Rare Powercut,1,0,8 (Out of 12 Floors),,,,,,,,
697,4d423731343736323331,2,2,2,,800,Kotari,Rajkamal Heights,Immediately,North,,Semi-Furnished,,5 to 10 years,"₹90,000","₹5,40,000Pay Zero Deposit","Parel, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near,Semi-Furnished,,Garden/Park,Puja Room,,,,9,7 (Out of 11 Floors),,,Freehold,,,,,
698,4d423533363835323337,2,2,2,1 ,800,Cooperative Group Housing Society,diamond garden,Immediately,East,2,Furnished,,5 to 10 years,"₹70,000",₹3.0 LacPay Zero Deposit,"Road no 14th, Central Avenue Road, Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Central Avenue Road,Furnished,Vitrified,Main Road,Store,24 Hours Available,No/Rare Powercut,2,18,4 (Out of 7 Floors),,,,,,,,
699,4d423731333738393037,2,2,,,700,Benhur Developer,Benhur CHS LTD,Immediately,East,,Unfurnished,,Above 20 years,"₹75,000",₹3.0 LacPay Zero Deposit,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",This property is close to the upcoming metro station.,Unfurnished,Vitrified,,Puja Room,,,,3,2 (Out of 7 Floors),,,,,,,,
700,4d423731353534313431,2,2,,1 ,750,,,Immediately,East,,Semi-Furnished,1 Covered,10 to 15 years,₹1.5 Lac,₹10.0 LacPay Zero Deposit,"1st Floor, 101, Bandra West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near Andrews College,Semi-Furnished,Marbonite,Main Road,None of these,24 Hours Available,No/Rare Powercut,1,0,1 (Out of 7 Floors),,,,,,,,
701,4d423638323138353631,5,6,3,3 ,3000,,,Immediately,East,2,Semi-Furnished,"3 Covered, 2 Open",Less than 5 years,₹8.7 Lac,₹26.1 LacPay Zero Deposit,"Madhu Park, Khar West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Madhu Park,Semi-Furnished,Ceramic Tiles,Main Road,Store,24 Hours Available,No/Rare Powercut,2,0,14 (Out of 14 Floors),,,,,,,,
702,4d423731343831353833,2,2,,,725,Micron Developers,Agrawal Nagar,Immediately,East,,Semi-Furnished,,15 to 20 years,"₹65,000",₹1.3 LacPay Zero Deposit,"telang road, Matunga East, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",flag hotel,Semi-Furnished,,Main Road,"Puja Room, Store, Study",,,,6,1 (Out of 7 Floors),,,Freehold,,,,,
703,4d423731343634363537,2,2,,,700,,Gypsy Rose,Immediately,East,2,Furnished,,5 to 10 years,"₹70,000 | ₹2,000 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Vastu Lane, Shastri Nagar, Andheri West, Mumbai, Maharashtra, India., Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",shastri nagar lane 2,Furnished,"Ceramic Tiles, Marble",Main Road,Store,24 Hours Available,No/Rare Powercut,2,0,2 (Out of 7 Floors),,,,,,,,
704,4d423731353438393635,3,3,2,1 ,1100,Bharat Infrastructure and Engineering,Juhu Acropolis,Immediately,East,2,Semi-Furnished,1 Covered,Less than 5 years,₹2.3 Lac,₹5.0 LacPay Zero Deposit,"Juhu, Mumbai, Juhu, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Gulmohar  Road,Semi-Furnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,2,0,8 (Out of 13 Floors),,,,,,,,
705,4d423731313537363533,3,3,,2 ,1300,Piramal Realty,Piramal Revanta,Immediately,East,7,Semi-Furnished,2 Covered,New Construction,"₹90,000",₹2.7 LacPay Zero Deposit,"mulund, Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",sonapur metro station,Semi-Furnished,Marble,"Main Road, Garden/Park, Pool",Puja Room,24 Hours Available,No/Rare Powercut,7,15,15 (Out of 42 Floors),1,,,,,,,
706,4d423731363533313939,2,2,,,600,Gundecha Developing Milestone,Gundecha Valley of Flowers,Immediately,East,3,Furnished,,5 to 10 years,"₹54,000",₹2.0 LacPay Zero Deposit,"Kandivali East, Mumbai, Kandivali East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near dream park garden.,Furnished,Vitrified,"Garden/Park, Main Road",None of these,24 Hours Available,No/Rare Powercut,3,0,7 (Out of 8 Floors),,,,,,,,
707,4d423731333131303733,3,3,,,1150,,Ghatkopar,Immediately,East,,Furnished,,10 to 15 years,₹1.3 Lac,₹5.0 LacPay Zero Deposit,"Ghatkopar East, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",5 minutes from ghatkopar railway station and metro station and markets and malls and 10 minutes from eastern expressway and eastern freeway and santacruse chembur link road.,Furnished,,"Garden/Park, Main Road","Store, Study",,,,0,5 (Out of 7 Floors),,,Freehold,,,,,
708,4d423731323031373337,3,3,,1 ,1500,,,Immediately,North - East,2,Semi-Furnished,"1 Covered, 1 Open",Less than 5 years,"₹1.9 Lac | ₹6,000 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"C - 0905  CTS No. 543 of Revenue Village Nahur, Taluka Kurla, Mumbai Suburban District, L.B.S. Road, Mulund West, Mumbai 400080, Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Mulund West is a major residential area in Central Mumbai.,Semi-Furnished,"Ceramic Tiles, Granite, Marble, Wooden",Main Road,"Study, Servant Room",24 Hours Available,No/Rare Powercut,2,0,9 (Out of 40 Floors),,,,,,,,
709,4d423731343139393335,3,3,,2 ,1034,,,Immediately,North,5,Unfurnished,2 Covered,New Construction,"₹95,000",₹5.0 LacPay Zero Deposit,"Borivali East, Mumbai, Magathane, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Oberoi Sky City in Mumbai is Off, Western Express Hwy, Khande Rao Don",Unfurnished,"Vitrified, Ceramic Tiles",Garden/Park,Puja Room,24 Hours Available,No/Rare Powercut,5,0,20 (Out of 62 Floors),,,,,,,,
710,4d423731353535313339,2,2,,,660,,Lok Kailash,Immediately,North - West,2,Semi-Furnished,1 Open,10 to 15 years,"₹42,000",₹1.5 LacPay Zero Deposit,"mulund west, Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near city of joy,Semi-Furnished,Vitrified,Garden/Park,Store,24 Hours Available,No/Rare Powercut,2,0,6 (Out of 8 Floors),,,,,,,,
711,4d423537313336303739,3,4,3,,1220,,,Immediately,East,,Semi-Furnished,,5 to 10 years,₹1.6 Lac,₹5.0 LacPay Zero Deposit,"Mumbai, Bandra West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Eat Around the Corner, Agrwal Nursing Home 15th Road Bandra West",Semi-Furnished,,"Pool, Garden/Park",Study,,,,0,7 (Out of 12 Floors),,,,,,,,
712,4d423731333738333739,3,3,,1 ,1100,Nirmal Life Style,Nirmal Lifestyle,Immediately,East,2,Furnished,,10 to 15 years,"₹55,000",₹2.0 LacPay Zero Deposit,"Nirmal life style  Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",lbs road   easy excess tp link road and eastern express highway,Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",Main Road,Store,24 Hours Available,No/Rare Powercut,2,24,3 (Out of 18 Floors),,,,,,,,
713,4d423730363334303239,3,3,,,1200,Ekta World,Ekta WestBay,Immediately,East,2,Furnished,1 Open,Less than 5 years,₹1.6 Lac,"₹55,000Pay Zero Deposit","A-98, Jarimari Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra, Bandra West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Hill road,Furnished,"Ceramic Tiles, Marbonite",Main Road,None of these,24 Hours Available,No/Rare Powercut,2,8,3 (Out of 8 Floors),1,,,,,,,
714,4d423730313434323735,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
715,4d423731343235373633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
716,4d423731353131303837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
717,4d423731363737313633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
718,4d423239343833383139,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
719,4d423433363033313633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
720,4d423731343037363639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
721,4d423730323431373639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
722,4d423731353832353431,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
723,4d423731353437353033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
724,4d423730393138313733,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
725,4d423731363730333831,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
726,4d423731323734373337,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
727,4d423731353439363833,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
728,4d423731323833353335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
729,4d423731333038343835,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
730,4d423538303635333737,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
731,4d423731353830303037,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
732,4d423731363530353637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
733,4d423639373333303131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
734,4d423731363434383633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
735,4d423731363039343335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
736,4d423731363636363539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
737,4d423730393736333739,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
738,4d423731323538303137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
739,4d423731323430333237,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
740,4d423731323632343039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
741,4d423731313536333231,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
742,4d423731323238373931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
743,4d423730393730353435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
744,4d423539393637343531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
745,4d423731353631373735,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
746,4d423731343338393437,3,3,,2 ,1050,Oberoi Realty Ltd.,Oberoi Sky City,Immediately,East,6,Semi-Furnished,2 Covered,New Construction,₹1.2 Lac,₹5.0 LacPay Zero Deposit,"Borivali East, Mumbai, Borivali East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Blabber all day restaurant.,Semi-Furnished,"Vitrified, Wooden",,None of these,24 Hours Available,No/Rare Powercut,6,41,21 (Out of 55 Floors),,,,,,,,
